Прізвище,Ім’я,По батькові,Стать,Дата народження,Посада,Місто проживання,Адреса проживання,Телефон,Email
Павлик,Лілія,Володимирівна,Жіноча,2004-09-04,Медик,село Саки ,"сквер Рівності, буд. 75 кв. 1, Копичинці, 71199",097 443-20-00,iefremmykhailiuk@example.com
Скорик,Анжела,Сергіївна,Жіноча,1977-11-30,Патологоанатом,село Знам'янка,"вулиця Іспанська, буд. 3 кв. 348, Миколаїв, 21740",+380 88 394-71-59,hermanhrechanyk@example.net
Бевзенко,Варвара,Василівна,Жіноча,1949-09-02,Водій,селище Бахмут,"узвіз Патріотична, буд. 79 кв. 7, Червоносів, 03041",+380 96 784-21-40,tymchenkosviatoslav@example.org
Карпа,Феофан,Ярославович,Чоловіча,2001-06-25,Геофізик,місто Полонне,"площа Перший Кришталевий, буд. 17 кв. 68, Гадяч, 78842",+380 60 884-84-73,usheremeta@example.org
Жайворон,Соломон,Юрійович,Чоловіча,1972-06-11,Антрополог,хутір Корюківка,"парк Садовського, буд. 5, Сокиряни, 58571",+380 19 172-32-15,lesyksnizhana@example.com
Валенко,Олесь,Миколайович,Чоловіча,1939-12-18,Секретар,місто Буськ,"площа Український 2-й, буд. 609 кв. 1, Андрушівка, 71684",+380 63 075-28-02,iaryna00@example.org
Швачко,Спас,Юрійович,Чоловіча,1972-03-23,Публіцист,хутір Тульчин,"узвіз Залізничний 3-й, буд. 46, Рудки, 03865",+380 (52) 374-76-48,giaremko@example.org
Барабаш,Емілія,Романівна,Жіноча,1957-03-06,Прокурор,місто Тростянець,"вулиця 18-та Лінія 6-й ст. Люстдорфської дороги, буд. 916 кв. 8, Скадовськ, 04653",+380 21 573-03-60,volodymyrkabanenko@example.org
Єсипенко,Болеслав,Вікторович,Чоловіча,1958-03-13,Штукатур,хутір Шумськ,"сквер Мечникова, буд. 580, Кремінна, 70778",+380 72 179 38 77,iaroshoksana@example.net
Джус,Семен,Леонідович,Чоловіча,2001-04-10,Соціолог,місто Решетилівка,"проспект Хаджибейська дорога, буд. 0 кв. 446, Білопілля, 66254",+380 36 097-43-95,vasyl82@example.org
Мазепа,Гордій,Андрійович,Чоловіча,1977-01-10,Ґрунтознавець,селище Синельникове,"площа Бугаївська, буд. 34 кв. 13, Новоселиця, 06452",002 653 94 75,woberemko@example.com
Височан,Гаврило,Павлович,Чоловіча,1976-10-30,Музикант,хутір Бровари,"площа Дальній, буд. 38, Буча, 42988",082 087-67-48,gderevianko@example.com
Ґоляш,Омелян,Романович,Чоловіча,1989-12-11,Ветеринар,селище Ямпіль,"проспект Морський, буд. 025 кв. 3, Кам'янка-Бузька, 65898",+380 95 895-83-93,andriishynustym@example.net
Романець,Богуслав,Васильович,Чоловіча,1945-10-26,Гірник,селище Іллінці,"парк Єнісейська, буд. 453 кв. 997, Старобільськ, 62000",+380 02 626 49 43,ovcharenkolevko@example.org
Худяк,Назар,Романович,Чоловіча,2005-06-03,Головний меркшейдер,хутір Кипуче,"набережна Композитора Ніщинського, буд. 343 кв. 2, Первомайськ, 94125",+380 39 683-48-40,erika69@example.com
Гузенко,Оксана,Леонідівна,Жіноча,2008-07-22,Бізнесмен,село Середина-Буда,"провулок Лузанівський 2-й, буд. 42, Одеса, 26553",+380 05 456-35-75,tsiupadanna@example.net
Цимбалюк,Лілія,Леонідівна,Жіноча,1949-12-09,Конструктор,селище Попасна,"проспект Виноградний тупик, буд. 21 кв. 08, Калуш, 35425",458 82 46,ihor68@example.com
Михалюк,Ірена,Вікторівна,Жіноча,1941-03-28,Фармацевт,місто Рожище,"вулиця 411-ї батареї, буд. 7, Носівка, 78499",037 016 44 27,iustynadrobakha@example.net
Атаманчук,Анастасія,Миколаївна,Жіноча,2001-12-22,Реабілітолог,хутір Часів Яр,"шосе Азербайджан, буд. 1 кв. 27, Тиврів, 46646",282 78 39,demyd95@example.com
Саченко,Олекса,Олександрович,Чоловіча,1971-06-04,Живописець,хутір Вишневе ,"шосе Літакова, буд. 882, Гайворон, 44352",+380 00 990-40-37,iefrem70@example.net
Баштан,Лесь,Богданович,Чоловіча,1995-05-30,Ювелір,хутір Герца,"сквер Макарова, буд. 46 кв. 135, Авдіївка, 81156",071-94-39,iurchyshynrostyslav@example.net
Токар,Орест,Іванович,Чоловіча,1965-11-16,Пілот,місто Алчевськ,"вулиця Строганова, буд. 8, Костопіль, 23123",+380 03 580-37-79,illiapustovit@example.org
Яремків,Єлисавета,Іванівна,Жіноча,2007-03-01,Головний меркшейдер,селище Заставна,"узвіз Спиридонівська, буд. 727 кв. 066, Пологи , 24371",+380 65 647-27-53,dmytro01@example.net
Назаренко,Наталія,Володимирівна,Жіноча,1983-12-29,Письменник,місто Бурштин ,"провулок Історія Футболу, буд. 563, Вовчанськ, 41218",568-24-11,fdubas@example.org
Скиба,Остап,Володимирович,Чоловіча,1948-08-25,Провізор,село Очаків,"узвіз Прохоровський, буд. 985 кв. 51, Жидачів, 42488",+380 (42) 861-86-22,viraiaremenko@example.com
Кащенко,Опанас,Васильович,Чоловіча,1939-11-14,Єгер,місто Сулимівка (Слов'янськ),"сквер Героїв Небесної Сотні, буд. 914, Славутич, 92667",+380 12 604-59-73,zabarnaalla@example.org
Бакуменко,Руслан,Григорович,Чоловіча,1962-12-06,Складальник,селище Вознесенівка,"сквер Чорноморка, буд. 3 кв. 384, Вишневе , 23484",055 946 36 29,vcharnysh@example.org
Василевич,Вадим,Віталійович,Чоловіча,1960-10-07,Круп'є,селище Бахчисарай,"площа Аптекарський, буд. 4 кв. 17, Новий Розділ, 46331",011 273-94-82,mazepaboleslav@example.net
Бакуменко,Данило,Петрович,Чоловіча,1991-08-04,Етнограф,селище Бровари,"набережна Пісочний, буд. 190, Володимир-Волинський, 56232",+380 34 378 81 60,davydiaremko@example.org
Вітер,Юстина,Іванівна,Жіноча,1955-11-05,Соціолог,селище Стебник,"парк Солонцюватий 1-й, буд. 837 кв. 081, Красногорівка, 70536",+380 03 278-40-47,ihnattaran@example.com
Єрченко,Варвара,Сергіївна,Жіноча,1974-09-11,Письменник,хутір Первомайськ,"вулиця Небесної Сотні, буд. 60 кв. 57, Жданівка, 90334",+380 67 355-15-53,zaietsveniiamyn@example.com
Єщенко,Анжела,Григорівна,Жіноча,1963-02-28,Мінералог,селище Новомиргород,"парк Подільська, буд. 8, Монастириська, 76274",493 26 55,rvakhnii@example.org
Данченко,Марта,Григорівна,Жіноча,1990-03-09,Будник,селище Петрово-Красносілля,"вулиця Парашутний, буд. 20 кв. 37, Южноукраїнськ, 37497",702 57 13,vasyliesypenko@example.com
Лукаш,Павло,Леонідович,Чоловіча,2001-05-20,Математик,село Остер ,"узвіз Цебриківська, буд. 9, Луцьк, 88724",054 074-75-04,feofan51@example.com
Дрозд,Дан,Леонідович,Чоловіча,1967-11-06,Медик,село Монастирище,"вулиця Дунаєвського 2-й, буд. 4, Бучач, 68614",112 80 18,ivanturkalo@example.com
Іващенко,Ада,Василівна,Жіноча,1960-04-14,Пекар,селище Радомишль,"вулиця Вєтрова, буд. 1, Брянка, 82751",496-51-89,qtovstolis@example.com
Дзиндра,Едита,Юріївна,Жіноча,1985-04-07,Редактор,місто Косів,"площа Скидановський узвіз, буд. 777 кв. 19, Івано-Франківськ, 22369",+380 87 076-27-73,kostiantyn69@example.org
Романчук,Аліна,Романівна,Жіноча,1993-07-17,Живописець,село Сорокине,"вулиця 7-ма Лінія 6-й ст. Люстдорфської дороги, буд. 48 кв. 1, Ізмаїл, 94297",+380 54 086 75 60,dannazabashta@example.net
Дрозденко,Омелян,Іванович,Чоловіча,1966-03-01,Мовознавець,місто Антрацит ,"сквер Дунаєва, буд. 3, Кіцмань, 34922",+380 60 826-74-50,davyd46@example.org
